"title", "artist", "lyrics"
"Bang My Head (feat. Sia & Fetty Wap)", "David Guetta", "I was bound, was tired Hadn't seen a light so long Thought I lost my fight Couldn't find my way back home And I felt the light stepping out of me I was bound, and tired Waiting for daylight (Daylight daylight, and I) Bang my head against the wall Though I felt light headed, now I know I will not fall I will rise above it all Found what I was searching for Though I felt light headed I should have failed, and nailed the floor Instead I rose above it all Oh, oh, oh, oh Bang my head against the wall Oh, oh, oh, oh Instead I rose above it all (Bang my head against the wall) When you think you're giving up, just know You might think you're dying but you won't And you feel the life stepping out of you But when you think of giving up, don't (Oh) Bang your head against the wall You may feel light headed, but you won't crawl, no, you won't fall You will rise above it all You'll find what you're searching for And you may feel light headed You think you're gonna hit the floor Instead you rise above it all Oh, oh, oh, oh Bang your head against the wall Oh, oh, oh, oh Instead you rise above it all (Bang my head against the wall) I have broken wings I keep trying, keep trying No I won't give up Oh I'm flying, oh I'm flying Bang my head against the wall Though I feel light headed, now I know I will not fall I will rise above it all Found what I was searching for Though I felt light headed, I should have failed, and nailed the floor Instead I rose above it all Oh, oh, oh, oh Bang my head against the wall Oh, oh, oh, oh Bang my head against the wall (Ooh) Bang my head against the wall (Ooh) Instead I rise above it all",
"Bloodstream", "Ed Sheeran", "I've been spinning now for time Couple women by my side I got sinnin' on my mind Sipping on red wine I've been sitting here for ages Ripping out the pages How'd I get so faded How'd I get so faded Oh no no don't leave me lonely now If you loved me how'd you never learn Ooh colored crimson in my eyes One or two could free my mind This is how it ends I feel the chemicals burn in my bloodstream Fading out again I feel the chemicals burn in my bloodstream So tell me when it kicks in (hmm, hmm, hmm) Well tell when it kicks in (hmm, hmm, hmm) I've been looking for a lover Thought I'd find her in a bottle God make me another one I'll be feeling this tomorrow Lord forgive me for the things I've done I was never meant to hurt no one And I saw scars upon her broken hearted dove Oh no no don't leave me lonely now If you loved me how'd you never learn Ooh, colored crimson in my eyes One or two could free my mind This is how it ends I feel the chemicals burn in my bloodstream Fading out again I feel the chemicals burn in my bloodstream So tell me when it kicks in (hmm, hmm, hmm) Well tell me when it kicks in (hmm, hmm, hmm) Well tell when it kicks in All the voices in my mind Calling out across the line All the voices in my mind Calling out across the line All the voices in my mind Calling out across the line All the voices in my mind Calling out across the line All the voices in my mind Calling out across the line All the voices in my mind Calling out across the line Tell me when it kicks in And I saw scars upon her Tell me when it kicks in Broken hearted Tell me when it kicks in And I saw scars upon her Tell me when it kicks in Broken hearted Tell me when it kicks in And I saw scars upon her Tell me when it kicks in Brokenhearted Tell me when it kicks in And I saw scars upon her Tell me when it kicks in Broken hearted So tell me when it kicks in And I saw scars upon her Tell me when it kicks in Broken hearted Tell me when it kicks in And I saw scars upon her Tell me when it kicks in Broken hearted",
"Living For Love", "Madonna", "First you love me, and I let you in Made me feel like I was born again You empowered me, you made me strong Built me up, and I can do no wrong I let down my guard I fell into your arms Forgot who I was I didn't hear the alarms Now I'm down on my knees Alone in the dark I was blind to your game You fired a shot in my heart Took me to heaven and let me fall down Now that it's over I'm gonna carry on Lifted me up, and watched me stumble After the heartache I'm gonna carry on Living for love I'm living for love I'm not giving up I'm gonna carry on Living for love I'm living for love Not gonna stop 'Cause love's gonna lift me up Love's gonna lift me up (Love) (Lift me up) I could get caught up in bitterness But I'm not dwelling on this crazy mess (Ooh, yes) I found freedom in the ugly truth I deserve the best and it's not you You've broken my heart But you can't break me down (Come on) Not falling apart, once was lost, now I've been found Picked up my crown, put it back on my head I can forgive, but I will never forget Took me to heaven and let me fall down Now that it's over I'm gonna carry on Lifted me up, and watched me stumble After the heartache I'm gonna carry on Living for love I'm living for love I'm not giving up I'm gonna carry on Living for love I'm living for love Not gonna stop 'Cause love's gonna lift me up Love's gonna lift me up (Love) (Lift me up) Love's gonna lift me up (Lift me up, lift me up, lift me up) 'Cause love's gonna lift me up, up, up, up Lord lift me up, up, up, up 'Cause love's gonna lift me up, up, up, up Lord lift me up, up, up, up Love's gonna lift me up (Gonna lift me up) Lord lift me up, up, up, up Living for love Living for love I'm not giving up I'm gonna carry on Living for love I'm living for love Not gonna stop! 'Cause love's gonna lift me up",
"Baby Don't Lie", "Gwen Stefani", "We've been walking down this road some time And you love, and you love me good, no lie But there's something behind those eyes, those eyes That you can't, that you can't disguise, disguise Baby don't, baby don't Baby don't lie I don't wanna cry no longer Baby don't, baby don't Baby don't lie I'mma need a love that's stronger I tell you know, I tell you know I tell you know, why Know, why If you ever give up, then we're gonna die Now we're in the out, baby don't lie Baby don't lie We've been walking down this road some time And you love, and you love me good, no lie But there's something behind those eyes, those eyes That you can't, that you can't disguise, disguise Baby tell me there's nothing but love Baby tell me there's nothing but love Baby don't, baby don't Baby don't lie I don't wanna cry no longer Baby don't, baby don't Baby don't lie I'mma need a love that's stronger I tell you know, I tell you know I tell you know, why Know, why If you ever give up, then we're gonna die Now we're in the out, baby don't lie Baby don't lie What you hiding boy? What you hiding boy? I can tell what you've been hiding boy And you can tell me if I'm getting warm Am I getting warm? Am I getting warm? Am I getting warm? And you can tell me if I'm getting warm Baby don't, baby don't Baby don't lie I don't wanna cry no longer Baby don't, baby don't Baby don't lie I'mma need a love that's stronger I tell you know, I tell you know I tell you know, why Know, why If you ever give up, then we're gonna die Now we're in the out, baby don't lie Baby don't lie",
"Don't Be so Hard on Yourself", "Jess Glynne", "I came here with a broken heart that no one else could see I drew a smile on my face to paper over me But wounds heal when tears dry and cracks, they don't show So don't be so hard on yourself, no Let's go back to simplicity I feel like I've been missin' me Was not who I'm supposed to be I felt this darkness over me We all get there eventually I never knew where I belonged But I was right and you were wrong Been tellin' myself all along Don't be so hard on yourself, no Learn to forgive, learn to let go Everyone trips, everyone falls So don't be so hard on yourself, no 'Cause I'm just tired of marchin' on my own Kind of frail, I feel it in my bones Won't let my heart, my heart turn into stone So don't be so hard on yourself, no I'm standin' on top of the world, right where I wanna be So how can this dark cloud keep raining over me? But hearts break and hell's a place that everyone knows So don't be so hard on yourself, no Let's go back to simplicity I feel like I've been missin' me Was not who I'm supposed to be I felt this darkness over me We all get there eventually I never knew where I belonged But I was right and you were wrong Been tellin' myself all along Don't be so hard on yourself, no Learn to forgive, learn to let go Everyone trips, everyone falls So don't be so hard on yourself, no 'Cause I'm just tired of marchin' on my own Kind of frail, I feel it in my bones Won't let my heart, my heart turn into stone So don't be so hard on yourself, no Oh, I I learned to wave goodbye How not to see my life Through someone else's eyes It's not an easy road But now I'm not alone So I, I won't be so hard on myself no more Don't be so hard on yourself, no Learn to forgive, learn to let go Everyone trips, everyone falls So don't be so hard on yourself, no 'Cause I'm just tired of marchin' on my own Kind of frail, I feel it in my bones Won't let my heart, my heart turn into stone So don't be so hard on yourself, no 'Cause I'm just tired of marchin' on my own Kind of frail, I feel it in my bones Won't let my heart, my heart turn into stone So don't be so hard on yourself, no",
"Steal My Girl", "One Direction", "She's be my queen Since we were sixteen We want the same things We dream the same dreams Alright, alright I got it all 'Cause she is the one Her mum calls me love Her dad calls me son Alright, alright I know, I know, I know for sure Everybody wanna steal my girl Everybody wanna take her heart away Couple billion in the whole wide world Find another one 'cause she belongs to me Everybody wanna steal my girl Everybody wanna take her heart away Couple billion in the whole wide world Find another one 'cause she belongs to me Na na na na na na (oh, yeah) Na na na na na na (alright) Na na na na na na Na na, she belongs to me Kisses like cream Her walk is so mean And every jaw drop When she's in those jeans Alright, alright I don't exist If I don't have her The sun doesn't shine The world doesn't turn Alright, alright But I know, I know, I know for sure Everybody wanna steal my girl Everybody wanna take her heart away Couple billion in the whole wide world Find another one 'cause she belongs to me Everybody wanna steal my girl Everybody wanna take her heart away Couple billion in the whole wide world Find another one 'cause she belongs to me Na na na na na na (oh, yeah) Na na na na na na (alright) Na na na na na na Na na na na na na She knows, she knows That I never let her down before She knows, she knows That I'm never gonna let another take her love from me now Everybody wants to steal my girl Everybody wants to take her love away Couple billion in the whole wide world Well, find another one 'cause she belongs to me Everybody wanna steal my girl Everybody wanna take her heart away Couple billion in the whole wide world Find another one 'cause she belongs to me (oh, yeah) Na na na na na na (oh yeah, alright, yeah) Na na na na na na (alright) Na na na na na na Na na, she belongs to me Na na na na na na (she belongs to me, yeah) (oh yeah) Na na na na na na (alright) Na na na na na na She belongs to me",
"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")", "Pitbull", "Mr. Worldwide Let's celebrate I just wanna celebrate I just wanna celebrate Tonight we're making history I just wanna celebrate We've been around the world, same song Work hard, play hard, all day long All the continents get jealous over me You can see me 3D overseas If you know me then you know where to find me Off in the Bahamas with a bad one behind me Now live it up, live it up, live it up Baby pick it up, pick it up, pick it up And we gon' Boom boom around the world Boom boom no kidding girl Boom boom that's the way we like to play We gon' Boom boom around the world Boom boom no kidding girl Boom boom that's the way we like to play I just wanna celebrate I just wanna celebrate Tonight we're making history I just wanna celebrate Turn it up Turn it up I've been patiently waiting for you to shake and shake it Make it or take it The point is we made it Courted by the game, call us Tom Brady And it's not our fault that we have all the ladies But it's hard to see these ladies when your middle name's Equator All around the globe, matter fact see your later They're great, we're great at world war, dominators And we're also some smooth operators, and we gon' Boom boom around the world Boom boom no kidding girl Boom boom That's the way we like to play We gon' Boom boom around the world Boom boom no kidding girl Boom boom that's the way we like to play I just wanna celebrate I just wanna celebrate Tonight we're making history I just wanna celebrate Turn it up Turn it up Live it up (Live it up), don't let life live you (Live you) It's a good time (Good time), so we give you (Give you) Now live it up, live it up, live it up, live it up, live it up What you wanna do? I just wanna celebrate I just wanna celebrate Tonight we're making history I just wanna celebrate Turn it up Let's celebrate Turn it up Let's celebrate",
"We Are Here", "Alicia Keys", "We are here We are here for all of us We are here for all of us That's why we are here, why we are here We are here Bombs over Baghdad, tryna get something we ain't never had Let's start with a good dad So real but it's so sad And while we burnin' this incense, we gon' pray for the innocent 'Cause right now it don't make sense Right now it don't make sense Let's talk about Chi town Let's talk about Gaza Let's talk about, let's talk about Israel 'Cause right now it is real Let's talk about, let's talk Nigeria In a mass hysteria, yeah Our souls are brought together so that we could love each other Brother, We are here We are here for all of us We are here for all of us That's why we are here, why we are here We are here No guns made in Harlem, but yet crime is a problem He wanna shine, they wanna rob him Single mother, where they come from? How we gonna save the nation, with no support for education 'Cause right now it don't make sense Right now it don't make sense Let's talk about our part My heart touch your heart Let's talk about, let's talk about living Had enough of dying, not what we all about Let's do more giving Do more forgiving, yeah Our souls were brought together so that we could love each other Sister, We are here We are here for all of us We are here for all of us That's why we are here, why we are here We are here We are here for all of us We are here for all of us That's why we are here, why we are here We are here Oh oh oh, oh oh oh oh Oh oh oh, oh oh oh oh Oh, oh Oh oh oh, oh oh oh oh Oh oh oh oh oh oh oh Oh, oh We are here (oh oh oh, oh oh oh oh) We are here for all of us (oh oh oh, oh oh oh oh) (Oh, oh) We are here for all of us (oh oh oh, oh oh oh oh) (Oh oh oh, oh oh oh oh) That's why we are here, why we are here (oh, oh) 'Cause we are here We are here for all of us We are here for all of us That's why we are here, why we are here We are, here We are here for all of us We are here for all of us That's why we are here, Why we are here",
"St Jude", "Florence + The Machine", "[Verse 1] Another conversation with no destination Another battle never won And each side is a loser So who cares who fired the gun? [Pre-Chorus] And I'm learning, so I'm leaving And even though I'm grieving I'm trying to find the meaning Letting loss reveal it Letting loss reveal it [Chorus] St. Jude, the patron saint of the lost causes St. Jude, we were lost before she started St. Jude, we lay in bed as she whipped around us St. Jude, maybe I've always been more comfortable in chaos [Verse 2] And I was on the island and you were there too But somehow through the storm I couldn't get to you St. Jude, somehow she knew And she came to give her blessing while causing devastation And I couldn't keep my mouth shut, I just had to mention Grabbing your attention [Chorus] St. Jude, the patron saint of the lost causes St. Jude, we were lost before she started St. Jude, we lay in bed as she whipped around us St. Jude, maybe I've always been more comfortable in chaos [Bridge] St. Jude, St. Jude St. Jude, St. Jude [Outro] And I'm learning, so I'm leaving And even though I'm grieving I'm trying to find the meaning Letting loss reveal it Letting loss reveal it And I'm learning, so I'm leaving And even though I'm grieving I'm trying to find the meaning Letting loss reveal it Letting loss reveal it",
"Yesterday (feat. Bebe Rexha)", "David Guetta", "Black hearts, black days Raindrops on my window pane Streetlights, street life Hot blood burning in my veins History won't drag me down I say no, no, no, I say no, no, no It's buried six feet underground Let it go, go, go, let it go Hey, hey, what you say I've got no use for yesterday I'm gonna live, I'm gonna love Right now And if tomorrow never comes I'm gonna stay forever young These lungs of mine Were made to scream and shout I said hey, hey, what you say It seems like trouble's on the way I'm gonna live, I'm gonna love Right now It's singing oh, oh oh oh I said hey, hey, what you say I've got no use for yesterday I've got no I've got no I've got no I've got no use for yesterday I've got no I've got no I've got no I've got no use for yesterday Tonight I've got a new life I gotta get right and get it moving White lies left me snowblind But now this time, I see right through it History won't drag me down I say no, no, no, I say no, no, no It's buried six feet underground Let it go, go, go, let it go Hey, hey, what you say I've got no use for yesterday I'm gonna live, I'm gonna love Right now And if tomorrow never comes I'm gonna stay forever young These lungs of mine Were made to scream and shout I said hey, hey, what you say It seems like trouble's on the way I'm gonna live, I'm gonna love Right now It's singing oh, oh oh oh I said hey, hey, what you say I've got no use for yesterday I've got no I've got no I've got no I've got no use for yesterday I've got no I've got no I've got no I've got no use for yesterday",
"Time of Our Lives", "Pitbull", "I knew my rent was gon' be late about a week ago I worked my ass off, but I still can't pay it though But I got just enough To get off in this club Have me a good time, before my time is up Hey, let's get it now Ooh, I want the time of my life (Mr. Worldwide) Oh baby, ooh Give me the time of my life (Ne-yo) Eh, eh, eh (Let's get it) Let's get it now This is the last $20 I got But I'ma have a good time ballin' or out Tell the bartender, line up some shots 'Cause I'ma get loose tonight She's on fire, she's so hot I'm no liar, she burn up the spot Look like Mariah, I took another shot Told her drop, drop, drop, drop it like it's hot Dirty talk, dirty dance She a freaky girl and I'm a freaky man She on the rebound, broke up with her ex And I'm like Rodman, ready on deck I told her, 'Wanna ride out?', and she said yes We didn't go to church, but I got blessed I knew my rent was gon' be late about a week ago I worked my ass off, but I still can't pay it though But I got just enough To get off in this club Have me a good time, before my time is up Hey, let's get it now Ooh, I want the time of my life, yeah Oh baby, ooh give me the time of my life Eh, eh, eh Let's get it now Tonight I'ma lose my mind Better get yours 'cause I'm gonna get mine Party every night, like my last Mami know the drill, shake that ass Go ahead baby let me see what you got You know you got the biggest booty in this spot And I just wanna see that thing drop From the back to the front to the top You know me, I'm off in the cut Always like a squirrel, looking for a nut This isn't for show I'm not talking 'bout luck I'm not talking 'bout love, I'm talking 'bout lust Now let's get loose, have some fun Forget about bills and the first of the month It's my night, your night, our night, let's turn it up I knew my rent was gon' be late about a week ago I worked my ass off, but I still can't pay it though But I got just enough To get off in this club Have me a good time, before my time is up Hey, let's get it now Ooh, I want the time of my life, yeah Oh baby, ooh give me the time of my life Eh, eh, eh Let's get it now Everybody goin' through something (Everybody goin' through something) I said, everybody goin' through something (Everybody goin' through something) So you might as well you roll it up Pour it up, drink it up, throw it up tonight I said, everybody goin' through something (Everybody goin' through something) Said, everybody goin' through something (Everybody goin' through something) So you might as well you roll it up Pour it up, drink it up, throw it up tonight, yeah This for everybody going through tough times Believe me, been there, done that But every day above ground is a great day, remember that (Dali!) I knew my rent was gon' be late about a week ago I worked my ass off, but I still can't pay it though But I got just enough To get off in this club Have me a good time, before my time is up Hey, let's get it now Ooh, I want the time of my life, yeah Oh baby, ooh give me the time of my life Let's get it now",
"Sparks", "Hilary Duff", "I can't hear a single word Just know you're talking, 'cause your lips keep moving Everything I thought I learned Goes out the window, all I want is one thing You can promise castles, treasures, babies, I don't care 'Cause for now you're just enough for me, I want you near Like a fairytale to feel your breath right on my neck You remember what I love, so baby, take me back Turn the lights down low and kiss me in the dark 'Cause when you're touching me, baby, I see sparks You make my heart go You You, you make my heart go You You, you make my heart go Ticking-tocking like a bomb Throws me back to when I had you closer Skin to skin, we get it on Without the love, I feel you going bolder You can promise castles, treasures, babies, I don't care 'Cause for now you're just enough for me, I want you near Like a fairytale to feel your breath right on my neck You remember what I love, so baby, take me back Turn the lights down low and kiss me in the dark 'Cause when you're touching me, baby, I see sparks You make my heart go You You, you make my heart go You You, you make my heart go Take it all off, want every inch of you Traveling back in time Tangled uptight, just like we used to Now do that thing I like Turn the lights down low and kiss me in the dark 'Cause when you're touching me, baby, I see sparks You make my heart go You You, you make my heart go You You, you make my heart go",
"Mr. Put It Down", "Ricky Martin", "Now first of all Come on baby take it off, Come on baby break me off Then she said she loves the fact That Pitbull's such a dog! It's simple baby, I ain't picky. Only rule of mine is no hickeys Remember, lust can get tricky. It's Mr. Worldwide and Ricky, dale I'm not tryna get in your head And I'm not tryna push your limits Cause I just wanna make you feel special A little fun, little love, little dancing Who has a lifetime baby? We got the nigh right now When you see what I'm plannin' You're gonna call me Mr. Put It Down Baby give me that, give me that (uhh) I'll give ya that, give ya that (ahh) Baby give me that, give me that (uhh) I'll give ya that, give ya that (ahh) Baby give me that, give me that (uhh) I'll give ya that, give ya that (ahh) Baby give me that, give me that (uhh) I'll give ya that, give ya that (ahh) Baby I can recognize from miles away that you don't wanna be alone Ain't nobody looking like you do to me So tell me how to turn you on I'm not tryna get in your head And I'm not tryna push your limits Cause I just wanna make you feel special A little fun, little love, little dancing Who has a lifetime baby? We got the nigh right now When you see what I'm plannin' You're gonna call me Mr. Put It Down Baby give me that, give me that (uhh) I'll give ya that, give ya that (ahh) Baby give me that, give me that (uhh) I'll give ya that, give ya that (ahh) Baby give me that, give me that (uhh) I'll give ya that, give ya that (ahh) Baby give me that, give me that (uhh) I'll give ya that, give ya that (ahh) It's the P to the II to the TT to the BB to the U double the L I'm so hot, I'm hotter than hell Now baby turn around, for Mr. Put It Down Went from the block to the yacht, to the G4 Down in DR, jet took a detour Not from Maryland but when it comes to women There can always be more, get it? B-More 2Pac, no, but I get around Baby nice to meet you, I'm Mr. Put It Down Hola, oh my Oh where'd you come from? Oh I, know how To pick the right one I got my spot girl So while the night's young Just follow me Who has a lifetime baby? We got the nigh right now When you see what I'm plannin' You're gonna call me Mr. Put It Down Baby give me that, give me that (uhh) I'll give ya that, give ya that (ahh) Baby give me that, give me that (uhh) I'll give ya that, give ya that (ahh) Baby give me that, give me that (uhh) I'll give ya that, give ya that (ahh) Baby give me that, give me that (uhh) I'll give ya that, give ya that (ahh)",
"Legendary Lovers", "Katy Perry", "Under a silver moon, tropical temperature I feel my lotus bloom, come closer I want your energy, I want your aura You are my destiny, my mantra Never knew I could see something so clearly looking through my third eye Never knew karma could be so rewarding and bring me to your life Maybe this is the beginning of something so magical, tonight (oh, oh) Take me down to the river Underneath the blood orange sun Say my name like a scripture Keep my heart beating like a drum Legendary lovers Yes, we could be legendary (la, la, la, la, la) Legendary lovers Yes, we should be legendary (la, la, la, la, la) Go down in history Go down together, into infinity, forever You're Cleopatra You're blushing Juliet Anything for your love, a ride or die Never knew I could see something so clearly looking through my third eye Never knew karma could be so rewarding and bring me to your life Maybe this is the beginning of something so magical, tonight (oh, oh) Take me down to the river Underneath the blood orange sun Say my name like a scripture Keep my heart beating like a drum Legendary lovers Yes, we could be legendary (la, la, la, la, la) Legendary lovers Yes, we should be legendary (la, la, la, la, la) Ah-ooh! Hoo! Ah-ooh! Hoo! Ah-ooh! Legendary lovers, legendary lovers, (ah-ooh!) Legendary lovers (ooh!) Oh, Take me down to the river Underneath the blood orange sun Say my name like a scripture Keep my heart beating like a drum (drum, drum, drum, drum) Legendary lovers Yes, we could be legendary (la, la, la, la, la) (Legendary lover) legendary lovers Yes, we should be legendary (la, la, la, la, la) take me down to the river (Underneath the sun) underneath the blood orange sun Say my name like a scripture Keep my heart beating like a drum (oh, baby) Legendary lovers Yes, we could be legendary (la, la, la, la, la) (Oh, oh) legendary lovers Yes, we should be legendary (la, la, la, la, la) Ah-ooh!",
"Spark The Fire", "Gwen Stefani", "I'm coming down, ooh, I had a blast But you know what they say, the high will never last But I believe that they all got it wrong (they're wrong) So sprinkle some more love right here where it belongs, oh (You guys ready? Here we go) Who got the lighter, let's spark the fire Who got the lighter, let's spark the fire (say what?) Who got the lighter, let's spark the fire (here we go) Who got the lighter, let's spark the fire O-M-G, O-M-G, I'm back again Original feel good is what I defend I'm a believer, no, I don't pretend Know what it's like when you look up and grin The person next to you feel the energy Let's lift them up even high as can be Finally remembering what is me That is what happens when I get with P Hey, get off my cloud (say what?) Hey, get off my style (say what?) Stay above the crowd (say what?) Or make your way back down (say what?) Hey, get off my cloud (say what?) Hey, get off my style (say what?) Stay above the crowd Or make your way back down Who got the lighter, let's spark the fire Who got the lighter, let's spark the fire Who got the lighter, let's spark the fire Who got the lighter, let's spark the fire Let's go hot, let's go hot, hot as can go It is time for the girls species to grow 2015 we take off our shells I am a Libra, let's balance the scales, L-O-L The world should get ready 'cause we will prevail Somebody has to, so maybe it's me Say this was me and raise the frequency Hey, get off my cloud (say what?) Hey, get off my style (say what?) Stay above the crowd (say what?) Or make your way back down (say what?) Hey, get off my cloud (say what?) Hey, get off my style (say what?) Stay above the crowd (say what?) Or make your way back down Who got the lighter, let's spark the fire Who got the lighter, let's spark the fire Who got the lighter, let's spark the fire Who got the lighter, let's spark the fire Somethin's tellin' me It takes a tribe of super glue L-U-V Was losing focus Life's a perfect Lego piece Got new glasses, so finally I can see Spark the fire Hey, get off my cloud (hey) Hey, get off my style (everybody get up) Stay above the crowd (let's go) Or make your way back down Hey, get off my cloud (say what?) Hey, get off my style (everybody let's go) Stay above the crowd Or make your way back down (here we go) Who got the lighter, let's spark the fire (come on, hey, come on) Who got the lighter, let's spark the fire (come on, hey, come on) Who got the lighter, let's spark the fire (look so much cooler when you do it, do it) Who got the lighter, let's spark the fire (say what?) So much cooler when you do it, do it (here we go) Uh So much cooler when you do it, do it Uh-huh Everybody let's go",
"Run Run Run", "Kelly Clarkson", "I wonder how your body tastes Inside of someone else's place Pull away your eyes There's nothing left to heal I'm alone but I know everything you feel And you waited on the rain Through tears, my heart has caged And we fall through fate And we rise and rise again And I run, run, run, run, run And I run, run, run, run, run I run, run, run, run, run I just run, run, run Tell me how you close the door Knowin' nobody could love you more Tellin' all your friends that This love is just made for bleedin' Oh, hung upon the water But still keep on, tryin' to breath in And you waited on the rain Through tears my heart is caged And we fall through faith And we rise and rise again And I run, run, run, run, run And I run, run, run, run, run I run, run, run, run, run I just run, run, run Our lust for fighting Tied up in silence And you waited on the rain Through tears my heart has caged And we fall through faith And we rise and rise again And I run, run, run, run, run And I run, run, run, run, run I run, run, run, run, run I just run, run, run And I run, run, run, run, run And I run, run, run, run, run I run, run, run, run, run I just run, run, run Our lust for fighting Tied up in silence",
"Let Me Be Your Lover", "Enrique Iglesias", "I'm falling in love with party, friends and alcohol I'm falling in love with party, friends and alcohol We falling in love with party, friends and alcohol That's why I'm falling in love I'm falling in love With you tonight Spent my whole life waiting for a girl like you Baby tell me what I got to do We can leave this party, back to my room You could show me a thing or two 'Cause I been spending all my money On these pretty girls and alcohol But honey they ain't got a thing on you You shook me once, you shook me twice Now take me to your paradise You know there's just one thing left to Let me show you I'm talking about If you let me be your lover I'd do anything for you I could rock you like no other Oh oh come on girl get loose Na na na na na na na Na na na na na na na Baby shake that body, now turn around Slow motion for me now (oh yeah) Girl you got me going, now I'm going down Yeah you know what I talking about 'Cause I been spending all my money On these pretty girls and alcohol But honey they ain't got a thing on you You shook me once, you shook me twice Now take me to your paradise You know there's just one thing left to Let me show you I'm talking about If you let me be your lover I'd do anything for you I could rock you like no other Oh oh come on girl get loose Na na na na na na na Na na na na na na na I'm the mailman I deliver Take her to dinner Conversate a little then I split her down the middle like Miam's river I like my women one up one down Kerry Kittles Here's a riddle What's the opposite of walk ? run What's the opposite of go ? come That means I hit it, you come Fe fi fo fun, tear the club up! All my sexy ladies that came to lose their minds Put you hands up high tear the club up! She ain't looking for me, she just looking for a really good time That's right! tear the club up! Let's drink that bottle and forget what we doing tonight Tear the club up! I ain't trying to be your lover for life just your lover tonight That's right If you let me be your lover I'd do anything for you I could rock you like no other Oh oh come on girl get loose If you let me be your lover I'd do anything for you I could rock you like no other Oh oh come on girl get loose Na na na na na na na Na na na na na na na Na na na na na na na Na na na na na na na Na na na na na na na Na na na na na na na",
"Dangerous", "Jennifer Hudson", "I do it for the thrill even if it kills Dangerous, you make me feel dangerous I do it for the thrill even if it kills Dangerous, you make me feel dangerous Touch my body You make me feel like I'm alive I do it for the thrill even if it kills Dangerous, you make me feel dangerous Dangerous, like, like no hands on a motorbike Riding at the speed of light When I'm with you ride like never seen street fights I got you, you got me right Like there ain't no daddy do, do or die Turn my name so I know you're mine Daddy you know that I die for you, die for you Daddy do, do or die, Stay with me 'till end of time Daddy you know that I die for you, ride for you I do it for the thrill even if it kills Dangerous, you make me feel dangerous I do it for the thrill even if it kills Dangerous, you make me feel dangerous Touch my body You make me feel like I'm alive I do it for the thrill even if it kills Dangerous, you make me feel dangerous Dangerous, yeah, yeah, think I'm riding from cloud 9 Even if I we get caught now, anything for you Yeah, yeah, hold my body out for ransom Cause I wanna get hands on, hands on Yeah I wanna get my hands on Daddy do, do or die, Turn my name so I know you're mine Daddy you know that I die for you, die for you Daddy do, do or die, Stay with me 'till end of time Daddy you know that I die for you, ride for you I do it for the thrill even if it kills Oh, give me light Make me feel alive I do it for the thrill even if it kills Dangerous, you make me feel dangerous I do it for the thrill even if it kills Dangerous, you make me feel dangerous Touch my body You make me feel like I'm alive I do it for the thrill even if it kills Dangerous, you make me feel dangerous",
"L.A.LOVE (la la)", "Fergie", "La la la la la La la la la la La la la la la La la la la la Uh, tell 'em where I'm from Finger on the pump, make the sixth straight jump from SoCal Hollywood to the slums Chronic smoke get burnt by the California sun On the west side, east coast where you at? Just got to New York like a gnat on a jet To London, to Brazil, to Quebec Like the whole damn world took effect to Ferg Tell 'em Lay back, slow down Better represent when we come to your town Lay back, slow down Whatchu represent when we come to your town Say, get in with the business I'ma be there in a minute I just booked a Paris ticket Thinking Russia need a visit I'ma run it to the limit And be on my way to Venice L.A. got the people saying (la la la la la) Brooklyn saying (la la la la la) Hacienda saying (la la la la la) Vegas saying (la la la la la) Rio saying (la la la la la) Tokyo saying (la la la la la) Down under saying (la la la la la) Miami saying (la la la la la) Jamaica Every city, every state, every country you know All around the globe Every city, every state, every country you know This is how it goes Uh, tell 'em where I'm at From the plaques to the (uh uh) Everything fat Got Mustard on a track My girls all stack When I roll down the window, let me know where you're Atlanta, North South kick it 'lac Texas grill, Cadillacs through Miami then back To London, Jamaica, then France The whole damn world took effect to Ferg Tell 'em Get in with the business When I come from Kansas City Hit Manila till it's Christmas Out to India I'll visit Puerto Rico is exquisite Bring my people back to Venice L.A. got the people saying (la la la la la) Moscow saying (la la la la la) España (la la la la la) Kingston saying (la la la la la) San Diego saying (la la la la la) Chi town saying (la la la la la) Germany saying (la la la la la) La Puente saying (la la la la la) Ibiza Every city, every state, every country you know All around the globe Every city, every state, every country you know This is how it goes Every city, every state, every country you know All around the globe Every city, every state, every country you know This is how it goes L.A got the people saying (la la la la la) Amsterdam saying (la la la la la) Frisco saying (la la la la la) Switzerland saying (la la la la la) Sao Paulo saying (la la la la la) Jo'burg saying (la la la la la) Mexico saying (la la la la la) Stockholm saying (la la la la la) Jamaica (La la la la la) You on that Cali shit Profit, feel whatever You like to like it We legalizing it Yes you can join us now We like to love it We like to love it We like to love it",
