"title", "artist", "lyrics"
"Tell Me You Love Me - NOTD Remix", "Demi Lovato", "[Verse 1] Oh no, here we go again Fighting over what I said I'm sorry, yeah I'm sorry Bad at love, no, I'm not good at this But I can't say I'm innocent Not hardly, but I'm sorry [Pre-Chorus] And all my friends, they know and it's true I don't know who I am without you I got it bad, baby Got it bad [Chorus] Oh, tell me you love me I need someone on days like this, I do On days like this Oh, tell me you love me I need someone On days like this, I do On days like this Oh, can you hear my heart say Ooohhhh, ooh You ain't nobody 'til you got somebody You ain't nobody 'til you got somebody [Verse 2] And I hope I never see the day That you move on and be happy without me Without me What's my hand without your heart to hold? I don't know what I'm living for If I'm living without you, ohh [Pre-Chorus] All my friends, they know and it's true I don't know who I am without you I've got it bad, baby I got it bad [Chorus] Oh, tell me you love me I need someone on days like this, I do On days like this Oh, tell me you love me I need someone On days like this, I do On days like this Oh, can you hear my heart say Ooohhhh, ooh You ain't nobody 'til you got somebody You ain't nobody 'til you got somebody My heart's like Ooooh, ooh You ain't nobody 'til you got somebody You ain't nobody 'til you got somebody [Bridge] Everything I need Is standing in front of me I know that we will be alright, alright, yeah Through the ups and downs (oh) Baby, I'ma stick around (woah) I promise we will be alright, alright [Chorus] Oh, tell me you love me I need someone on days like this, I do On days like this Oh, tell me you love me (my heart's like) I need someone On days like this, I do On days like this Oh, can you hear my heart say Ooohhhh, ooh (hear my heart say) You ain't nobody 'til you got somebody You ain't nobody 'til you got somebody [Outro] Everything I need Is standing right in front of me I know that we will be alright, alright, yeah",
"Memories", "Maroon 5", "Here's to the ones that we got Cheers to the wish you were here, but you're not 'Cause the drinks bring back all the memories Of everything we've been through Toast to the ones here today Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories And the memories bring back, memories bring back you There's a time that I remember, when I did not know no pain When I believed in forever, and everything would stay the same Now my heart feel like December when somebody say your name 'Cause I can't reach out to call you, but I know I will one day, yeah Everybody hurts sometimes Everybody hurts someday, ayy ayy But everything gon' be alright Go and raise a glass and say, ayy Here's to the ones that we got Cheers to the wish you were here, but you're not 'Cause the drinks bring back all the memories Of everything we've been through Toast to the ones here today Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories And the memories bring back, memories bring back you Doo doo, doo doo doo doo Doo doo doo doo, doo doo doo doo Doo doo doo doo, doo doo doo Memories bring back, memories bring back you There's a time that I remember when I never felt so lost When I felt all of the hatred was too powerful to stop (ooh, yeah) Now my heart feel like an ember and it's lighting up the dark I'll carry these torches for ya that you know I'll never drop, yeah Everybody hurts sometimes Everybody hurts someday, ayy ayy But everything gon' be alright Go and raise a glass and say, ayy Here's to the ones that we got (oh) Cheers to the wish you were here, but you're not 'Cause the drinks bring back all the memories Of everything we've been through (no, no) Toast to the ones here today (ayy) Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories (ayy) And the memories bring back, memories bring back you Doo doo, doo doo doo doo Doo doo doo doo, doo doo doo doo Doo doo doo doo, doo doo doo Memories bring back, memories bring back you Doo doo, doo doo doo doo Doo doo doo doo, doo doo doo doo Doo doo doo doo, doo doo doo (ooh, yeah) Memories bring back, memories bring back you Yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah, doh, doh Memories bring back, memories bring back you",
"Lose You To Love Me", "Selena Gomez", "You promised the world and I fell for it I put you first and you adored it Set fires to my forest And you let it burn Sang off-key in my chorus 'Cause it wasn't yours I saw the signs and I ignored it Rose-colored glasses all distorted Set fire to my purpose And I let it burn You got off on the hurtin' When it wasn't yours, yeah We'd always go into it blindly I needed to lose you to find me This dancing was killing me softly I needed to hate you to love me, yeah To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me, yeah To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me I gave my all and they all know it You turned me down and now it's showing In two months, you replaced us Like it was easy Made me think I deserved it In the thick of healing, yeah We'd always go into it blindly I needed to lose you to find me This dancing was killing me softly I needed to hate you to love me, yeah To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me, yeah To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me You promised the world and I fell for it I put you first and you adored it Set fires to my forest And you let it burn Sang off-key in my chorus To love, love, yeah To love, love, yeah To love, yeah I needed to hate you to love me, yeah To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me To love, love, yeah To love, love, yeah To love, yeah And now the chapter is closed and done To love, love, yeah To love, love, yeah To love, yeah And now it's goodbye, it's goodbye for us",
"Someone You Loved", "Lewis Capaldi", "I'm going under and this time I fear there's no one to save me This all or nothing really got a way of driving me crazy I need somebody to heal Somebody to know Somebody to have Somebody to hold It's easy to say But it's never the same I guess I kinda liked the way you numbed all the pain Now the day bleeds Into nightfall And you're not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved I'm going under and this time I fear there's no one to turn to This all or nothing way of loving got me sleeping without you Now, I need somebody to know Somebody to heal Somebody to have Just to know how it feels It's easy to say but it's never the same I guess I kinda liked the way you helped me escape Now the day bleeds Into nightfall And you're not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved And I tend to close my eyes when it hurts sometimes I fall into your arms I'll be safe in your sound 'til I come back around For now the day bleeds Into nightfall And you're not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved But now the day bleeds Into nightfall And you're not here To get me through it all I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved I let my guard down And then you pulled the rug I was getting kinda used to being someone you loved",
"Señorita", "Shawn Mendes", "I love it when you call me señorita I wish I could pretend I didn't need ya But every touch is ooh, la-la-la It's true, la-la-la Ooh, I should be running Ooh, you keep me coming for ya Land in Miami The air was hot from summer rain Sweat dripping off me Before I even knew her name, la-la-la It felt like ooh, la-la-la Yeah, no Sapphire moonlight We danced for hours in the sand Tequila sunrise Her body fit right in my hands, la-la-la It felt like ooh, la-la-la, yeah I love it when you call me señorita I wish I could pretend I didn't need ya But every touch is ooh, la-la-la It's true, la-la-la Ooh, I should be running Ooh, you know I love it when you call me señorita I wish it wasn't so damn hard to leave ya But every touch is ooh, la-la-la It's true, la-la-la Ooh, I should be running Ooh, you keep me coming for ya Locked in the hotel There's just some things that never change You say we're just friends But friends don't know the way you taste, la-la-la 'Cause you know it's been a long time coming Don't you let me fall, oh Ooh, when your lips undress me Hooked on your tongue Ooh, love, your kiss is deadly Don't stop I love it when you call me señorita I wish I could pretend I didn't need ya But every touch is ooh, la-la-la It's true, la-la-la Ooh, I should be running Ooh, you know I love it when you call me señorita I wish it wasn't so damn hard to leave ya But every touch is ooh, la-la-la It's true, la-la-la (true, la-la) Ooh, I should be running Ooh, you keep me coming for ya All along I've been coming for ya (for ya) And I hope it meant something to ya (ooh) Call my name, I'll be coming for ya Coming for ya, coming for ya, coming for ya For ya For ya (oh, she loves it when I call) For ya Ooh, I should be running Ooh, you keep me coming for ya",
"How Do You Sleep?", "Sam Smith", "I'm done hating myself for feeling I'm done crying myself away I've gotta leave and start the healing But when you move like that, I just want to stay What have I become now? Looking through your phone now, oh no Love to you is just a game Look what I have done now Dialling up the numbers on you I don't want my heart to break Baby, How Do You Sleep when you lie to me? All that shame and all that danger I'm hoping that my love will keep you up tonight Baby, How Do You Sleep when you lie to me? All that fear and all that pressure I'm hoping that my love will keep you up tonight Tell me how do you Love will keep you up tonight Tell me how do you Oh no, how did I manage to lose me? I am not this desperate, not this crazy There's no way I'm sticking around to find out I won't lose like that, I won't lose myself Look what I have done now Dialling up the numbers on you I don't want my heart to break Baby, How Do You Sleep when you lie to me? All that shame and all that danger I'm hoping that my love will keep you up tonight Baby, How Do You Sleep when you lie to me? All that fear and all that pressure I'm hoping that my love will keep you up tonight Tell me how do you (Yeah) Yeah, yeah, yeah Love will keep you up tonight Tell me how do you Oh, love will keep you up tonight Baby, How Do You Sleep when you lie to me? All that shame and all that danger I'm hoping that my love will keep you up tonight Baby, How Do You Sleep when you lie to me? All that fear and all that pressure I'm hoping that my love will keep you up tonight (Tell me how do you)",
"South of the Border (feat. Camila Cabello & Cardi B)", "Ed Sheeran", "She got the, mmm, brown eyes, caramel thighs Long hair, no wedding ring, hey I saw you lookin' from across the way And now I really wanna know your name She got the, mmm, white dress, but when she's wearin' less Man, you know that she drives me crazy The, mmm, brown eyes, beautiful smile You know I love watching you do your thing I love her hips, curves, lips say the words Te amo, mami, ah, te amo, mami I kiss her, this love is like a dream So join me in this bed that I'm in Push up on me and sweat, darling So I'm gonna put my time in I won't stop until the angels sing Jump in that water, be free Come south of the border with me Jump in that water, be free Come south of the border with me Jump in that water, be free Come south of the border with me Jump in that water, be free Come south of the border with me Come south of the border, border Come south of the border with me Come south of the border, border Come south of the border with me He got that, mmm, green eyes, givin' me signs That he really wants to know my name, hey I saw you lookin' from across the way And suddenly, I'm glad I came, ay! Ven para acá quiero bailar, toma mi mano Quiero sentir tu cuerpo en mi, estás temblando Mmm, green eyes, takin' your time Now we know we'll never be the same I love his lips 'cause he says the words Te amo, mami, ah, te amo, mami Don't wake up, this love is like a dream So join me in this bed that I'm in Push up on me and sweat, darling So I'm gonna put my time in (Time in) I won't stop until the angels sing Jump in that water, be free Come south of the border with me Jump in that water, be free Come south of the border with me Jump in that water, be free Come south of the border with me Jump in that water, be free Come south of the border with me Come south of the border, border Come south of the border with me Come south of the border, border Come south of the border with me (Bardi, uh) You never live 'til you risk your life (Life) You wanna shine, you gotta get more ice (Ice, ice) Am I your lover or I'm just your vice? (Woo!) A little crazy, but I'm just your type (Okurr) You want the lips and the curves, need the whips and the furs And the diamonds I prefer, and my closet his and hers, ayy He want the lil' mamacita, margarita (Margarita) I think that Ed got a lil' jungle fever, ayy (Woo!) You are more than (You are more than) Something borin' (Somethin' borin') Legs up and tongue out, Michael Jordan, uh (Uh) Go explorin' (Woo, woo) Somethin' foreign (Skrrt, skrrt) Bust it open, rainforest, it be pourin', yeah Kiss me like you need me, rub me like a genie Pull up to my spot in Lamborghini 'Cause you gotta see me, never leave me You got a girl that could finally do it all Drop a album, drop a baby, but I never drop the ball, uh So join me in this bed (This bed) That I'm in (That I'm in) Push up on me and sweat, darling (Oh, oh) So I'm gonna put my time in I won't stop until the angels sing (Na, na, na) Jump in that water, be free Come south of the border with me Come south of the border, border (hey) Come south of the border with me Jump in that water, be free Come south of the border with me Jump in that water, be free Come south of the border with me Come south of the border, border Come south of the border with me Come south of the border, border Come south of the border with me",
"Trampoline (with ZAYN)", "SHAED", "I've been havin' dreams Jumpin' on a trampoline Flippin' in the air I never land, just float there As I'm looking up Suddenly the sky erupts Flames alight the trees Spread to fallin' leaves Now they're right upon me Wait if I'm on fire How am I so deep in love? When I dream of dying I never feel so loved I've been having dreams Splashin' in a summer stream Trip and I fall in I wanted it to happen My body turns to ice Crushin' weight of paradise Solid block of gold Lying in the cold I feel right at home Wait if I'm on fire How am I so deep in love? When I dream of dying I never feel so loved Wait if I'm on fire How am I so deep in love? When I dream of dying I never feel so loved I never feel so loved La, la, la, la, la La, la, la, la, la, la, la La, la, la, la, la La, la, la, la, la, la Wait if I'm on fire How am I so deep in love? When I dream of dying I never feel so loved Wait if I'm on fire How am I so deep in love? When I dream of dying I never feel so loved",
"Happier", "Marshmello", "Lately, I've been, I've been thinking I want you to be happier, I want you to be happier When the morning comes When we see what we've become In the cold light of day we're a flame in the wind Not the fire that we've begun Every argument, every word we can't take back 'Cause with the all that has happened I think that we both know the way that this story ends Then only for a minute I want to change my mind 'Cause this just don't feel right to me I wanna raise your spirits I want to see you smile but Know that means I'll have to leave Know that means I'll have to leave Lately, I've been, I've been thinking I want you to be happier, I want you to be happier When the evening falls And I'm left there with my thoughts And the image of you being with someone else Well, that's eating me up inside But we run our course, we pretend that we're okay Now if we jump together at least we can swim Far away from the wreck we made Then only for a minute I want to change my mind 'Cause this just don't feel right to me I wanna raise your spirits I want to see you smile but Know that means I'll have to leave Know that means I'll have to leave Lately, I've been, I've been thinking I want you to be happier, I want you to be happier So I'll go, I'll go I will go, go, go So I'll go, I'll go I will go, go, go Lately, I've been, I've been thinking I want you to be happier, I want you to be happier Even though I might not like this I think that you'll be happier, I want you to be happier Then only for a minute (only for a minute) I want to change my mind 'Cause this just don't feel right to me I wanna raise your spirits I want to see you smile but Know that means I'll have to leave Know that means I'll have to leave Lately, I've been, I've been thinking I want you to be happier, I want you to be happier So I'll go, I'll go I will go, go, go",
"Truth Hurts", "Lizzo", "Why men great 'til they gotta be great? Wooh I just took a DNA test, turns out I'm 100% that bitch Even when I'm crying crazy Yeah, I got boy problems, that's the human in me Bling bling, then I solve 'em, that's the goddess in me You coulda had a bad bitch, non-committal Help you with your career, just a little You're supposed to hold me down But you're holding me back And that's the sound of me not calling you back Why men great 'til they gotta be great? Don't text me, tell it straight to my face Best friend sat me down in the salon chair Shampoo press, get you out of my hair Fresh photos with the bomb lighting New man on the Minnesota Vikings Truth hurts, needed something more exciting Bom bom bi bom bi dum dum, ay You tried to break my heart Oh, that breaks my heart That you thought you ever had it No you ain't from the start Hey, I'm glad you're back with your bitch I mean who would wanna hide this? I will never ever ever ever ever be your side chick I put the sing in single Ain't worried 'bout a ring on my finger So you can tell your friends: Shoot your shot When you see 'em It's OK, he already in my DMs Why men great 'til they gotta be great? Don't text me, tell it straight to my face Best friend sat me down in the salon chair Shampoo press, get you out of my hair Fresh photos with the bomb lighting New man on the Minnesota Vikings Truth hurts, needed something more exciting Bom bom bi bom bi dum dum, ay I'ma hit you back in a minute I don't play tag, bitch I been it We don't fuck with lies We don't do goodbyes We just keep it pushing like aye, aye, aye I'ma hit you back in a minute I don't play tag, bitch I been it We don't fuck with lies We don't do goodbyes We just keep it pushing like aye, aye, aye Why men great 'til they gotta be great? Don't text me, tell it straight to my face Best friend sat me down in the salon chair Shampoo press, get you out of my hair Fresh photos with the bomb lighting New man on the Minnesota Vikings Truth hurts, needed something more exciting Bom bom bi bom bi dum dum, ay",
"Good as Hell (feat. Ariana Grande) - Remix", "Lizzo", "[Chorus: Lizzo] I do my hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) [Verse 1: Lizzo] Woo, child, tired of the bullshit Go on, dust your shoulders off, keep it moving Yes, Lord, tryna get some new shit In there, swimwear, going-to-the-pool shit Come now, come dry your eyes You know you a star, you can touch the sky I know that it's hard but you have to try If you need advice, let me simplify [Pre-Chorus: Lizzo] If he don't love you anymore Just walk your fine ass out the door [Chorus: Lizzo] I do my hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails Baby, how you feelin'? (Feelin' good as hell) (Feeling good as hell) Baby, how you feelin'? (Feelin' good as hell) [Verse 2: Lizzo & Ariana Grande] Woo, girl, need to kick off your shoes Gotta take a deep breath, time to focus on you All the big fights, long nights that you been through I got a bottle of tequila I been saving for you (Thank god) 'Cause he better know my worth There's so much that I deserve But I ain't worried now, I'ma let my hair down He been tryin' it, but not today [Pre-Chorus: Ariana Grande, Lizzo & Both] So girl, if he don't love you anymore Then walk your fine ass out the door [Chorus: Lizzo, Ariana Grande & Both] And do your hair toss, check my nails (Ah) Baby, how you feelin'? (Feelin' good as hell) Hair toss, check my nails (Mmm) Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight) Hair toss, check my nails (Woo) Baby, how you feelin'? (Feelin' good as hell) (And we gon' be alright, oh) Hair toss, check my nails (Mmm) Baby, how you feelin'? (Feelin' good as hell) (Mmm) [Pre-Chorus: Lizzo & Ariana Grande] Ooh, yeah (Mmm), alright (Yee) Listen, so girl, if he don't love you anymore, more Then walk your fine ass out the door (Door) [Chorus: Lizzo, Ariana Grande & Both] And do your hair toss, check my nails (Woo) Baby, how you feelin'? (Feelin' good as hell) (Woo-hoo) Hair toss, check my nails (Hey yeah) Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight) Hair toss, check my nails (Mmm) Baby, how you feelin'? (Feelin' good as hell) (And we gon' make it right) Hair toss, check my nails (Oh, hey) Baby, how you feelin'? (Feelin' good as hell) (Yeah) (Feelin' good as hell) Baby, how you feelin'? (Feelin' good as hell) (Haha, I danced, that's what I did)",
"Higher Love", "Kygo", "Bring me higher love, love Bring me higher love Think about it, there must be a higher love Down in the heart or hidden in the stars above Without it, life is wasted time Look inside your heart, and I'll look inside mine Things look so bad everywhere In this whole world, what is fair? We walk the line and try to see Falling behind in what could be, oh Bring me a higher love Bring me a higher love, oh Bring me a higher love Where's that higher love I keep thinking of? Bring me higher love, love Bring me higher love (oh) Bring me higher love, love Bring me a higher love Bring me higher love, love Bring me higher love (oh) Bring me higher love, love Bring me a higher love Worlds are turning, and we're just hanging on Facing our fear, and standing out there alone A yearning, yeah, and it's real to me There must be someone who's feeling for me Things look so bad everywhere In this whole world, what is fair We walk the line and try to see Falling behind in what could be, oh Bring higher love (My love) Bring higher love, oh (Oh) Bring higher love (My love) Where's that higher love I keep thinking of? Bring me higher love, love Bring me higher love (Oh) Bring me higher love, love Bring me a higher love Bring me a higher love (Oh, bring me love) Bring me higher love, oh (We need a higher love) Bring me a higher love (Bring me, bring me, yeah) A higher love I keep thinking of, oh Bring me higher love, love (Bring me a higher love) Bring higher love (Oh) (Bring me a higher love) Bring me higher love, love A higher love I keep thinking of, oh Bring me a higher love (Bring me higher love, love) Bring me a higher love, oh (Bring me higher love)",
"Only Human", "Jonas Brothers", "Yeah, ayy I don't want this night to end It's closing time, so leave with me again (yeah) You got all my love to spend, oh Let's find a place where happiness begins We gon' dance in my living room, slave to the way you move Hurts when I'm leaving you (ayy) Just dance in the living room, love with an attitude Drunk to an 80s groove (ayy) We gon' dance in my living room, slave to the way you move Hurts when I'm leaving you (ayy) Dance in the living room, love with an attitude Drunk It's only human, you know that it's real So why would you fight or try to deny the way that you feel? Oh, babe, you can't fool me, your body's got other plans So stop pretending you're shy, just come on and Dance, dance, dance, dance, oh Early morning la-la-light Only getting up to close the blinds, oh I'm praying you don't change your mind 'Cause leaving now just don't feel right Let's do it one more time, oh babe We gon' dance in my living room, slave to the way you move Hurts when I'm leaving you (hurts when I'm leaving you) Just dance in the living room, love with an attitude Drunk to an 80s groove (ayy) We gon' dance in my living room, slave to the way you move Hurts when I'm leaving you (ayy) Dance in the living room, love with an attitude Drunk It's only human, you know that it's real (know that it's real) So why would you fight or try to deny the way that you feel? (The way that you feel) Oh, babe, you can't fool me, your body's got other plans So stop pretending you're shy, just come on and Dance, dance, dance, dance, oh Dance, oh (woo, ayy) Only human It's only (man), it's only (man) Only human Oh yeah, yeah, yeah Only human It's only (man), it's only (man) Only human",
"Beautiful People (feat. Khalid)", "Ed Sheeran", "We are, we are, we are L.A. on a Saturday night in the summer Sundown and they all come out Lamborginis and their rented Hummers The party's on, so they're headin' downtown Everybody's lookin' for a come up And they wanna know what you're about Me in the middle with the one I'm lovin' We're just tryna figure everything out We don't fit in well 'Cause we are just ourselves I could use some help Gettin' out of this conversation, yeah You look stunning, dear So don't ask that question here This is my only fear, that we become (hey) Beautiful people Drop top, designer clothes Front row at fashion shows 'What d'you do?' and 'Who d'you know?' Inside the world of beautiful people Champagne and rolled-up notes Prenups and broken homes Surrounded, but still alone Let's leave the party That's not who we are (We are, we are, we are) We are not beautiful Yeah, that's not who we are (We are, we are, we are) We are not beautiful (beautiful) L.A. (mmm) drove for hours last night And we made it nowhere (nowhere, nowhere) I see stars in your eyes When we're halfway there (all night) I'm not fazed by all them lights And flashin' cameras 'Cause with my arms around you There's no need to care We don't fit in well We are just ourselves I could use some help Gettin' out of this conversation, yeah You look stunning, dear (ah) So don't ask that question here This is my only fear That we become (hey) Beautiful people Drop top, designer clothes Front row at fashion shows 'What d'you do?' and 'Who d'you know?' Inside the world of beautiful people Champagne and rolled-up notes Prenups and broken homes Surrounded, but still alone Let's leave the party That's not who we are (We are, we are, we are) We are not beautiful, yeah Yeah, that's not who we are We are not beautiful (beautiful) We are, we are, we are We are not beautiful",
"Sucker", "Jonas Brothers", "We go together Better than birds of a feather, you and me We change the weather, yeah I'm feeling heat in December when you're 'round me I've been dancing on top of cars and stumbling out of bars I follow you through the dark, can't get enough You're the medicine and the pain, the tattoo inside my brain And, baby, you know it's obvious I'm a sucker for you You say the word and I'll go anywhere blindly I'm a sucker for you, yeah Any road you take, you know that you'll find me I'm a sucker for all the subliminal things No one knows about you (about you) about you (about you) And you're making the typical me break my typical rules It's true, I'm a sucker for you, yeah Don't complicate it (yeah) 'Cause I know you and you know everything about me I can't remember All of the nights I don't remember When you're 'round me (oh, yeah yeah) I've been dancing on top of cars and stumbling out of bars I follow you through the dark, can't get enough You're the medicine and the pain, the tattoo inside my brain And, baby, you know it's obvious I'm a sucker for you You say the word and I'll go anywhere blindly I'm a sucker for you, yeah Any road you take, you know that you'll find me I'm a sucker for all the subliminal things No one knows about you (about you) about you (about you) And you're making the typical me break my typical rules It's true, I'm a sucker for you, yeah I've been dancing on top of cars and stumbling out of bars I follow you through the dark, can't get enough You're the medicine and the pain, the tattoo inside my brain And, baby, you know it's obvious I'm a sucker for you You say the word and I'll go anywhere blindly I'm a sucker for you, yeah Any road you take, you know that you'll find me I'm a sucker for all the subliminal things No one knows about you (about you) about you (about you) And you're making the typical me break my typical rules It's true, I'm a sucker for you I'm a sucker for you",
"Don't Call Me Up", "Mabel", "When I'm underneath the bright lights When I'm tryna have a good time 'Cause I'm good now you ain't mine Na, na, na, na, don't call me up When you're looking at my photos Getting hot, losing control You want me more now I let go Na, na, na, na I'm over you and I don't need your lies no more 'Cause the truth is without you, boy, I'm stronger And I know, you said that I changed with my cold heart But it was your game that left scars Ooh, I'm over you Don't call me up I'm going out tonight Feeling good now you're outta my life Don't wanna talk about us Gotta leave it behind One drink and you're outta my mind Na, na, take it up Baby, I'm on a high And you're alone, going out of your mind But I'm here up in the club And I don't wanna talk So don't call me up 'Cause I'm here looking fine, babe And I got eyes looking my way And everybody's on my vibe, babe Na, na, na, na, don't call me up My friends said you were a bad man I should have listened to them back then And now you're tryna hit me up again Na, na, na, na I'm over you and I don't need your lies no more 'Cause the truth is, without you, boy, I'm stronger And I know, you said that I changed with my cold heart But it was your game that left scars Ooh, I'm over you Don't call me up I'm going out tonight Feeling good now you're outta my life Don't wanna talk about us Gotta leave it behind One drink and you're outta my mind Na, na, take it up Baby, I'm on a high And you're alone, going out of your mind But I'm here up in the club And I don't wanna talk So don't call me up Don't call me up So don't call me up Don't call me up I'm over you and I don't need your lies no more 'Cause the truth is without you, boy, I'm stronger And I know, you said that I changed with my cold heart But it was your game that left scars Ooh, I'm over you Don't call me up I'm going out tonight Feeling good now you're outta my life Don't wanna talk about us Gotta leave it behind One drink and you're outta my mind Na, na, take it up Baby, I'm on a high And you're alone, going out of your mind But I'm here up in the club And I don't wanna talk So don't call me up",
"I Don't Care (with Justin Bieber)", "Ed Sheeran", "[Verse 1: Ed Sheeran] I'm at a party I don't wanna be at And I don't ever wear a suit and tie, yeah Wonderin' if I could sneak out the back Nobody's even lookin' me in my eyes Then you take my hand Finish my drink, say, 'Shall we dance?' (Hell, yeah) You know I love ya, did I ever tell ya? You make it better like that [Pre-Chorus: Ed Sheeran] Don't think I fit in at this party Everyone's got so much to say (Yeah) I always feel like I'm nobody, mmm Who wants to fit in anyway? [Chorus: Ed Sheeran] 'Cause I don't care when I'm with my baby, yeah All the bad things disappear And you're making me feel like maybe I am somebody I can deal with the bad nights When I'm with my baby, yeah Ooh, ooh, ooh, ooh, ooh, ooh 'Cause I don't care as long as you just hold me near You can take me anywhere And you're making me feel like I'm loved by somebody I can deal with the bad nights When I'm with my baby, yeah Ooh, ooh, ooh, ooh, ooh, ooh [Verse 2: Justin Bieber] We at a party we don't wanna be at Tryna talk, but we can't hear ourselves Read your lips, I'd rather kiss 'em right back With all these people all around I'm crippled with anxiety But I'm told it's where I'm s'posed to be You know what? It's kinda crazy 'cause I really don't mind When you make it better like that [Pre-Chorus: Justin Bieber] Don't think we fit in at this party Everyone's got so much to say, oh yeah, yeah When we walked in, I said I'm sorry, mmm But now I think that we should stay [Chorus: Ed Sheeran & Justin Bieber] 'Cause I don't care when I'm with my baby, yeah All the bad things disappear Yeah, you're making me feel like maybe I am somebody I can deal with the bad nights when I'm with my baby, yeah Ooh, ooh, ooh, ooh, ooh, ooh (Oh yeah, yeah, yeah) 'Cause I don't care as long as you just hold me near You can take me anywhere And you're making me feel like I'm loved by somebody I can deal with the bad nights when I'm with my baby, yeah Ooh, ooh, ooh, ooh, ooh, ooh (No) [Bridge: Justin Bieber & Ed Sheeran] I don't like nobody but you, it's like you're the only one here I don't like nobody but you, baby, I don't care I don't like nobody but you, I hate everyone here I don't like nobody but you, baby, yeah [Chorus: Ed Sheeran & Justin Bieber] 'Cause I don't care (Don't care) When I'm with my baby, yeah (Oh yeah) All the bad things disappear (Disappear) And you're making me feel like maybe I am somebody (Maybe I'm somebody) I can deal with the bad nights (With the bad nights) When I'm with my baby, yeah Ooh, ooh, ooh, ooh, ooh, ooh (Oh yeah, yeah, yeah) 'Cause I don't care as long as you just hold me near (Me near) You can take me anywhere (Anywhere, anywhere) And you're making me feel like I'm loved by somebody (I'm loved by somebody, yeah, yeah, yeah) I can deal with the bad nights When I'm with my baby, yeah Ooh, ooh, ooh, ooh, ooh, ooh",
"Talk (feat. Disclosure)", "Khalid", "Can't we just talk? Can't we just talk? Talk about where we're goin' Before we get lost Let me out first Can't get what we want without knowin' I've never felt like this before I apologize if I'm movin' too far Can't we just talk? Can't we just talk? Figure out where we're goin' Yeah Started off right I can see it in your eyes I can tell that you're wantin' more What's been on your mind? There's no reason we should hide Tell me somethin' I ain't heard before Oh, I've been dreamin' 'bout it And it's you I'm on So stop thinkin' 'bout it Can't we just talk? Can't we just talk? Talk about where we're goin' Before we get lost Let me out first (yeah) Can't get what we want without knowin' (no) I've never felt like this before I apologize if I'm movin' too far Can't we just talk? Can't we just talk? Figure out where we're goin' Penthouse view, left some flowers in the room I'll make sure I leave the door unlocked Now I'm on the way, swear I won't be late I'll be there by five o'clock Oh, you've been dreamin' 'bout it And I'm what you want So stop thinkin' 'bout it Can't we just talk? (Oh) Can't we just talk? (Na) Talk about where we're goin' (na na oh) Before we get lost Let me out first Can't get what we want without knowin' (na) I've never felt like this before I apologize if I'm movin' too far Can't we just talk? (Ooh!) Can't we just talk? Figure out where we're goin'",
"Giant (with Rag'n'Bone Man)", "Calvin Harris", "I understood loneliness Before I knew what it was I saw the pills on the table For your unrequited love I would be nothing Without you holding me up Now I'm strong enough for both of us Both of us, both of us, both of us I am a giant (ooh) Stand up on my shoulders, tell me what you see 'Cause I am a giant (ooh) We'll be breaking boulders, underneath our feet I am, I am, I am, I am, I am, I am a giant (oh) I am, I am, I am, I am, I am, I am a giant (oh) Don't hide your emotions You can throw down your guard And feed from the notion We can be who we are You taught me something, yeah Freedom is ours It was you who taught me living is Togetherness, togetherness, togetherness I am a giant (ooh) Stand up on my shoulders, tell me what you see 'Cause I am a giant (ooh) We'll be breaking boulders, underneath our feet I am, I am, I am, I am, I am, I am a giant (oh) I am, I am, I am, I am, I am, I am a giant (oh) Oh, oh, oh, hey-oh, oh, oh, oh, hey-oh I'm gonna shake, throw it away in the dirt, under me, yeah, yeah Oh, oh, oh, hey-oh, oh, oh, oh, hey-oh I'm gonna shake, throw it away in the dirt, under me, yeah, yeah Gonna shake, throw it away in the dirt, yeah, yeah Gonna shake, throw it away in the dirt, yeah, yeah Gonna shake, throw it away in the dirt, yeah, yeah Gonna shake, throw it away in the dirt I am, I am, I am (ooh) I am, I am, I am, I am, I am a giant (ooh) I am, I am, I am, I am, I am a giant (ooh)",
